Probability score,Ground Truth
0.6585597395896912,1
0.842857301235199,1
0.09901681542396545,1
0.029192794114351273,0
0.026537686586380005,0
0.9079540371894836,1
0.9524678587913513,1
0.9386389851570129,0
0.7628573179244995,1
0.995840847492218,1
0.0759570524096489,0
0.10938473790884018,0
0.8686290383338928,1
0.003782335203140974,1
0.6884728670120239,0
0.036475881934165955,0
0.003998118918389082,0
0.01796191930770874,1
0.7130390405654907,0
2.900367326219566e-05,0
0.006871495395898819,0
0.924450159072876,1
0.882319986820221,0
0.7141456604003906,1
0.9597477316856384,1
0.004337849095463753,0
0.026671476662158966,1
0.0724874883890152,0
0.976055920124054,1
0.8643317818641663,0
0.9756544828414917,1
0.26634520292282104,0
0.7806631326675415,0
0.009990901686251163,0
0.9742631912231445,1
0.21555182337760925,1
0.8342476487159729,0
0.5394431948661804,1
0.02781306765973568,0
0.5802172422409058,1
0.08285138756036758,0
0.9935200810432434,1
0.9516955614089966,1
0.9202156066894531,1
0.9389342069625854,1
0.5967967510223389,1
0.06578768789768219,1
0.09018127620220184,1
0.026419982314109802,1
0.04066676273941994,1
0.08894403278827667,1
0.04401673376560211,0
0.4564664363861084,1
0.19639281928539276,1
0.7652800679206848,1
0.2720488905906677,0
0.972079336643219,1
0.908166229724884,1
0.9264780879020691,1
0.149527907371521,1
0.0017884696135297418,0
0.5720269083976746,0
0.005709964316338301,0
0.0028841374441981316,0
0.10844042897224426,0
0.09150627255439758,0
0.16772635281085968,0
0.01592838205397129,0
0.2729683816432953,1
0.12307984381914139,0
0.7653332352638245,1
0.0014182105660438538,0
0.9403101205825806,1
0.03808041661977768,1
0.08059735596179962,0
0.017087120562791824,0
0.04467960074543953,0
0.30742722749710083,1
0.657925546169281,1
0.8251681923866272,0
0.8985916972160339,0
0.5879545211791992,1
0.9198040962219238,1
0.04759063944220543,0
0.9330854415893555,1
0.11812640726566315,0
0.01796608418226242,0
0.40411344170570374,1
0.07293891906738281,0
0.06822362542152405,0
0.02636321447789669,0
0.041373662650585175,0
0.9271417260169983,1
0.045090630650520325,0
0.7146188020706177,0
0.03563505783677101,1
0.49899566173553467,1
0.0272933728992939,0
0.5201558470726013,1
0.053453415632247925,1
0.050693295896053314,0
0.06261667609214783,0
0.019321266561746597,0
0.8665928840637207,1
0.012623106129467487,0
0.11289019137620926,0
0.3596014976501465,1
0.47012922167778015,1
0.006074999459087849,0
0.8786523938179016,1
0.08303151279687881,0
0.2752401828765869,1
0.8188281655311584,1
0.8175929188728333,1
0.6944405436515808,1
0.907030463218689,1
0.26775896549224854,0
0.3278656303882599,1
0.08733736723661423,0
0.16713133454322815,1
0.8525683283805847,1
0.42221778631210327,0
0.7992655038833618,1
0.9920502305030823,1
0.006289920303970575,0
0.8889061212539673,1
0.2436411827802658,0
0.97617107629776,1
0.2857213318347931,1
0.14691145718097687,0
0.05207527056336403,0
0.0032981529366225004,0
0.03241242468357086,0
0.23266197741031647,1
0.993330180644989,1
0.8756665587425232,1
0.4622340202331543,0
0.45247316360473633,0
0.11208027601242065,1
0.9803649187088013,1
0.18952886760234833,1
0.17622515559196472,0
0.05565453693270683,0
0.009505688212811947,0
0.8733624815940857,1
0.8180949091911316,1
0.17872273921966553,0
0.0038968913722783327,0
0.44531571865081787,1
0.06729276478290558,0
0.21885278820991516,0
0.09455391764640808,0
0.0203102957457304,0
0.9244094491004944,1
0.12069546431303024,0
0.7792545557022095,1
0.15200597047805786,0
0.7411028146743774,1
0.9264300465583801,1
0.833329975605011,1
0.7080631256103516,1
0.915611982345581,1
0.97869473695755,1
0.055000122636556625,0
0.576239824295044,0
0.8604803085327148,1
0.08511407673358917,0
0.0007610131870023906,0
0.002612494630739093,1
0.10043825954198837,0
0.943892240524292,1
0.01085497997701168,0
0.6428059935569763,1
0.05302327498793602,0
0.011567103676497936,0
0.23798631131649017,0
0.7243509888648987,1
0.6444379091262817,0
0.7923473715782166,1
0.9620789885520935,1
0.02024361863732338,0
0.015460235066711903,0
0.9560047388076782,1
0.7628630995750427,1
0.5391594171524048,1
0.5077716112136841,1
0.9171371459960938,1
0.8716716766357422,0
0.03138885647058487,0
0.5299144983291626,0
0.8681297302246094,1
0.0013868778478354216,0
0.15903089940547943,0
0.8067641854286194,1
0.8657584190368652,1
0.5492774248123169,1
0.8028787970542908,1
0.15851162374019623,0
0.006579142063856125,0
0.03968131169676781,0
0.11459726840257645,1
0.00985736958682537,0
0.09780830889940262,1
0.003203908447176218,0
0.4716355502605438,0
0.00875853467732668,0
0.5566543340682983,1
0.15859222412109375,0
0.6183915138244629,1
0.9703989624977112,1
0.14469927549362183,0
0.14908313751220703,0
0.280766099691391,0
0.6980378031730652,1
0.010827958583831787,0
0.0621747188270092,1
0.05501328036189079,0
0.904940664768219,1
0.24037916958332062,0
0.7355654835700989,0
0.07511870563030243,1
0.02628680132329464,0
0.01766072027385235,0
0.7276939153671265,1
0.6643064022064209,0
0.9303021430969238,1
0.8907652497291565,1
0.014180195517838001,0
0.10347491502761841,1
0.9237959980964661,1
0.007998475804924965,0
0.9496284127235413,1
0.8467346429824829,1
0.6461984515190125,0
0.7743833065032959,1
0.19132816791534424,0
0.49853581190109253,0
0.7155449390411377,1
0.46814292669296265,0
0.6572023034095764,0
0.03220308944582939,1
0.7916920781135559,1
0.1471371352672577,0
0.916678786277771,1
0.8591395020484924,1
0.7897660136222839,1
0.9835838675498962,1
0.9258318543434143,1
0.08227918297052383,0
0.7855753898620605,1
0.9862107634544373,1
0.07274169474840164,0
0.21819397807121277,0
0.9859859943389893,1
0.045294005423784256,1
0.018850501626729965,0
0.20006100833415985,0
0.7883608341217041,1
0.8850114941596985,1
0.12956900894641876,0
0.15017731487751007,1
0.5059598088264465,1
0.9425404071807861,1
0.06058838963508606,1
0.013133669272065163,0
0.487860769033432,1
0.017005624249577522,0
0.2889068126678467,1
0.02870640531182289,0
0.7428783178329468,1
0.8735781311988831,1
0.8567755222320557,1
0.6363950967788696,1
0.2854035198688507,1
0.4708220362663269,0
0.4849134087562561,1
0.6058472394943237,1
0.03929269313812256,0
0.7661097645759583,0
0.7261086702346802,1
0.36397671699523926,1
0.007640698924660683,0
0.1411842405796051,0
0.6778630018234253,1
0.8653506636619568,1
0.809281587600708,1
0.022755131125450134,0
0.9379932880401611,1
0.8591513633728027,1
0.05838068202137947,0
0.819767415523529,1
0.8346989154815674,0
0.03378733992576599,0
0.9054630398750305,1
0.4964451193809509,1
0.37279123067855835,1
0.9150347113609314,1
0.15310069918632507,0
0.7493289113044739,0
0.9527965188026428,1
0.9710702896118164,1
0.9494655728340149,1
0.2869836688041687,0
0.9949486255645752,1
0.01974496804177761,0
0.006297047715634108,0
0.9352306127548218,1
0.06505800038576126,0
0.9001701474189758,1
0.18328870832920074,1
0.048060011118650436,1
0.8380255103111267,1
0.9134830236434937,1
0.9335099458694458,0
0.9583896398544312,1
0.15105225145816803,0
0.8177260160446167,1
0.9411975145339966,1
0.047684211283922195,0
0.7753214836120605,1
0.9699475765228271,1
0.009298892691731453,0
0.33718588948249817,1
0.0025237591471523046,0
0.8948543667793274,1
0.8754362463951111,0
0.665691614151001,1
0.383039653301239,1
0.21421198546886444,1
0.8462569117546082,1
0.27080634236335754,1
0.04493129625916481,1
0.3360224962234497,1
0.9330036640167236,1
0.5359761714935303,1
0.3013080954551697,1
0.2862780690193176,0
0.003118094289675355,0
0.00944351777434349,0
0.06622464209794998,1
0.012734908610582352,0
0.21124237775802612,0
0.8119844198226929,0
0.7849385142326355,1
0.6088852882385254,1
0.8681634068489075,1
0.7261109352111816,1
0.42476120591163635,1
0.7989862561225891,0
0.12368486076593399,0
0.00011997940600849688,0
0.04389718174934387,1
0.009149421006441116,0
0.7976763844490051,1
0.9828936457633972,1
0.04921136051416397,1
0.8741187453269958,1
0.6199153661727905,0
0.9539510607719421,1
0.5437966585159302,1
0.017065877094864845,0
0.22329644858837128,1
0.5224628448486328,0
0.019221017137169838,0
0.2949069142341614,0
0.5102299451828003,1
0.7048125267028809,1
0.0013237830717116594,0
0.9006310105323792,1
0.059818435460329056,0
0.925554096698761,1
0.0891989916563034,0
0.5716119408607483,1
0.0983876958489418,1
0.8724382519721985,1
0.9286104440689087,1
0.0002755648165475577,0
0.006428062915802002,0
0.24305720627307892,0
0.9500020146369934,1
0.34872934222221375,1
0.9813255071640015,0
0.5567021369934082,1
0.18341942131519318,0
0.573749840259552,1
0.00628669885918498,0
0.4141876995563507,0
0.1767663210630417,1
0.926503598690033,1
0.3930281698703766,1
0.14883610606193542,1
0.02972116880118847,0
0.015356441028416157,0
0.8290135264396667,1
0.804271936416626,1
0.015124944970011711,1
0.7708837985992432,1
0.7770562171936035,1
0.02045464515686035,0
0.4198737144470215,0
0.23899750411510468,1
0.13120529055595398,1
0.7479853630065918,1
0.7686852216720581,1
0.3996734619140625,1
0.39827868342399597,1
0.9679792523384094,1
0.009707082994282246,0
0.863787829875946,1
0.5707259774208069,1
0.8464677333831787,1
0.5397902131080627,1
0.3178902566432953,1
0.9070483446121216,1
0.1757022738456726,0
0.8020111918449402,1
0.0229130107909441,0
0.025131864473223686,0
0.06100812926888466,0
0.018214477226138115,1
0.003439538646489382,0
0.9331005811691284,1
0.9691260457038879,1
0.23271048069000244,1
0.0006026119226589799,0
0.8753460049629211,1
0.058494582772254944,0
0.9014105796813965,1
0.9375174641609192,1
0.029983442276716232,0
0.003216161858290434,1
0.0014002715470269322,0
0.7943115234375,1
0.05135722458362579,1
0.7781050205230713,0
0.7918626666069031,0
0.780839741230011,0
0.009565288200974464,0
0.00166325515601784,0
0.6296830177307129,0
0.011503170244395733,0
0.8900172114372253,1
0.4339427053928375,0
0.9585005640983582,1
0.3767572343349457,1
0.027417218312621117,0
0.8424858450889587,1
0.6065422296524048,0
0.8704217672348022,1
0.941189169883728,1
0.750415563583374,1
0.04783347621560097,0
0.678078830242157,1
0.03919845446944237,1
0.8376553058624268,1
0.5613141655921936,0
0.9232383370399475,1
0.13174393773078918,0
0.8958438038825989,1
0.013073645532131195,0
0.019603228196501732,0
0.010041451081633568,0
0.85688316822052,1
0.8095743060112,1
0.8017903566360474,1
0.8993407487869263,1
0.9755061864852905,1
0.9012532830238342,1
0.12255197018384933,0
0.1116805449128151,0
0.7425670623779297,1
0.011058500036597252,0
0.7983386516571045,1
0.0017637390410527587,0
0.03706611320376396,0
0.9486444592475891,1
0.01662546955049038,1
0.12303944677114487,0
0.14044056832790375,0
0.9470292329788208,1
0.8999188542366028,1
0.1460779458284378,0
0.8273831605911255,0
0.7321699261665344,0
0.3331693112850189,1
0.9259886741638184,1
0.7190771698951721,1
0.8663366436958313,1
0.7866852879524231,1
0.05289803817868233,1
0.21647712588310242,1
0.41084814071655273,1
0.050129033625125885,0
0.8684471249580383,0
0.1286887228488922,0
0.008222488686442375,0
0.9191355109214783,0
0.10306122153997421,1
0.9474624395370483,1
0.2949284017086029,0
0.8718945384025574,1
0.017262188717722893,1
0.9976689219474792,1
0.3103737533092499,1
0.133578360080719,0
0.5323353409767151,1
0.25637054443359375,0
0.3678071200847626,0
0.8890158534049988,1
0.04620704799890518,0
0.42600199580192566,0
0.6118562817573547,1
0.8440431356430054,1
0.19982637465000153,0
0.9047181010246277,1
0.020994147285819054,0
0.13810482621192932,0
0.8066792488098145,1
0.0285224299877882,0
0.749283492565155,1
0.02096874639391899,0
0.001704265596345067,0
0.5707952380180359,1
0.8745956420898438,1
0.6744021773338318,0
0.7668821811676025,1
0.06028643250465393,0
0.02585422806441784,0
0.6267087459564209,1
0.15248191356658936,0
0.6407601833343506,1
0.20842178165912628,0
0.07187139987945557,1
0.13927604258060455,0
0.4235948920249939,0
0.0167236365377903,1
0.6059753894805908,0
0.7428490519523621,0
0.8933348655700684,1
0.7981141805648804,1
0.06435494124889374,0
0.0960567444562912,0
0.11404038220643997,0
0.20827507972717285,1
0.774962842464447,1
0.8530735373497009,1
0.5533933639526367,1
0.35877129435539246,0
0.9997441172599792,1
0.7868720889091492,1
0.5736751556396484,0
0.8010310530662537,1
0.00021578271116595715,0
0.06183822825551033,0
0.08066008239984512,0
0.8572732210159302,1
0.9693657159805298,1
0.02887919545173645,0
0.1309320032596588,0
0.9865165948867798,1
0.19928865134716034,0
0.8386399149894714,1
0.8666912317276001,1
0.2858578860759735,1
0.06038840860128403,0
0.9476163387298584,1
0.8278113603591919,1
0.04049210250377655,0
0.9029752016067505,1
0.01641407608985901,0
0.0005195764824748039,0
0.016942942515015602,0
0.8092136979103088,0
0.2215379774570465,1
0.03704501688480377,0
0.9818966388702393,1
0.9561747312545776,1
0.4523562788963318,1
0.5460222959518433,1
0.06731590628623962,1
0.011863138526678085,0
0.02847633883357048,0
0.18650414049625397,1
0.017535243183374405,0
0.050153039395809174,0
0.27360251545906067,1
0.8984220623970032,0
0.235483318567276,0
0.9414052367210388,1
0.9920795559883118,1
0.9934878349304199,1
0.0039187208749353886,0
0.9797174334526062,1
0.8298601508140564,1
0.08765461295843124,0
0.6645503044128418,1
0.6956788301467896,1
0.8337017893791199,0
0.6689899563789368,1
0.017769992351531982,0
0.867906391620636,1
0.5163541436195374,1
0.6845381259918213,1
0.1027260348200798,0
0.3565400242805481,0
0.1719178706407547,0
0.3232942819595337,0
0.00778579106554389,0
0.8832424283027649,0
0.40912047028541565,1
0.04074956849217415,0
0.18749116361141205,1
0.022619957104325294,0
0.07330987602472305,0
0.010231233201920986,0
0.569891095161438,0
0.7484941482543945,1
0.41033875942230225,1
0.0805583968758583,0
0.7565559148788452,1
0.9770470857620239,1
0.22438456118106842,1
0.8896782398223877,1
0.2154647409915924,1
0.04052913561463356,1
0.0023332848213613033,0
0.7670917510986328,1
0.2761792838573456,0
0.9542275667190552,1
0.36326077580451965,0
0.29542723298072815,0
0.23635517060756683,0
0.003806410124525428,0
0.1300116330385208,0
0.023499099537730217,0
0.8991559743881226,0
0.18560844659805298,0
0.05606301128864288,1
0.0504925511777401,0
0.04715660586953163,0
0.023986829444766045,0
0.8075501322746277,1
0.01537261437624693,1
0.7402017116546631,1
0.7946499586105347,1
0.9968932867050171,1
0.09386679530143738,0
0.018177097663283348,1
0.7114487290382385,1
0.3528345227241516,0
0.9394821524620056,1
0.021323230117559433,0
0.7240870594978333,1
0.9053617119789124,1
0.25607171654701233,1
0.5777278542518616,0
0.9932844638824463,1
0.945495069026947,1
0.04611552134156227,1
0.8626168966293335,1
0.1282537281513214,0
0.9552128911018372,0
0.9547159671783447,0
0.6764742136001587,1
0.9026705622673035,1
0.5044174790382385,1
0.5905770063400269,1
0.2815537452697754,0
0.0051995147950947285,0
0.8307040929794312,0
0.057418689131736755,1
0.8071759343147278,0
0.8081555962562561,1
0.30430933833122253,1
0.009054156020283699,0
0.0156328734010458,0
0.014267212711274624,1
0.5414322018623352,1
0.8836952447891235,1
0.037599869072437286,0
9.825125016504899e-05,0
0.9312804341316223,1
0.06366651505231857,0
0.25731155276298523,0
0.7922694683074951,0
0.00169649429153651,0
0.9004764556884766,1
0.007674916181713343,0
0.5336439609527588,1
0.2205916941165924,0
0.18812213838100433,0
0.5562917590141296,1
0.05952714383602142,1
0.9328497052192688,1
0.7194390892982483,0
0.0073571763932704926,0
0.9162606596946716,1
0.9362605214118958,1
0.7602254152297974,1
0.19229228794574738,0
0.037304505705833435,1
0.61158686876297,1
0.9522803425788879,1
0.026567524299025536,0
0.7426961064338684,0
0.0019880107138305902,1
0.9989718198776245,1
0.8047057390213013,0
0.05573391169309616,1
0.5306233763694763,0
0.06933683902025223,0
0.09728865325450897,0
0.056629061698913574,1
0.8509511351585388,0
0.9790497422218323,1
0.973086953163147,1
0.7421404123306274,0
0.05785597488284111,0
0.005353940650820732,0
0.340841680765152,1
0.010524824261665344,1
0.0032919764053076506,0
0.004672241862863302,0
0.25994476675987244,1
0.8289640545845032,0
0.911931574344635,1
0.4566750228404999,0
0.451480507850647,1
0.06389040499925613,0
0.9457887411117554,1
0.7083706855773926,1
0.08757780492305756,0
0.7440313696861267,1
0.8584855198860168,1
0.09266707301139832,0
0.09373574703931808,0
0.39498499035835266,0
0.9468912482261658,1
0.13083964586257935,1
0.15080413222312927,0
0.01967647299170494,0
0.6074731945991516,1
0.12192035466432571,0
0.4077434539794922,1
0.061451029032468796,0
0.002166950376704335,0
0.00038831221172586083,0
0.0030165479984134436,0
0.31271252036094666,0
0.8205594420433044,1
0.013328622095286846,1
0.679011344909668,1
0.8367313742637634,1
0.2788698375225067,0
0.046256303787231445,0
0.5249598622322083,0
0.5583237409591675,1
0.7779372930526733,1
0.09145853668451309,1
0.3861834406852722,0
0.7945181131362915,1
0.7176101207733154,1
0.016609245911240578,1
0.0020173199009150267,0
0.5183267593383789,1
0.5694305300712585,1
0.9349204301834106,1
0.10128501057624817,0
0.8927002549171448,1
0.0050776656717062,0
0.6968594789505005,1
0.8706676959991455,1
0.8307701945304871,1
0.05759669095277786,1
0.00956207700073719,0
0.6140269637107849,1
0.8324032425880432,0
0.6442397236824036,0
0.5652859210968018,1
0.4024551510810852,0
0.9429341554641724,1
0.2495676875114441,0
0.20669035613536835,0
0.0001497275661677122,0
0.0046076406724750996,0
0.2392333447933197,1
0.9569592475891113,1
0.04138951376080513,0
0.05539307743310928,0
0.7216699123382568,1
0.032745249569416046,0
0.6206048130989075,0
0.08523004502058029,0
0.0017614805838093162,0
0.01667087711393833,0
0.10035449266433716,0
0.024005204439163208,0
0.44038209319114685,0
0.009617715142667294,0
0.8754994869232178,1
0.36548393964767456,0
0.8147081136703491,1
0.5625461935997009,1
0.07460188120603561,0
0.8648723363876343,0
0.8617691397666931,1
0.70721834897995,1
0.057093363255262375,0
0.6271376609802246,1
0.7955057621002197,1
0.8310730457305908,1
0.13838182389736176,0
0.9943300485610962,1
0.24741128087043762,0
0.14140130579471588,0
0.8256747722625732,1
0.008698143064975739,0
0.012670718133449554,0
0.08624464273452759,0
0.023076364770531654,0
0.7695572376251221,1
0.10597070306539536,1
0.13031110167503357,1
0.01711246185004711,0
0.31635361909866333,0
0.8406515717506409,1
0.9897060394287109,1
0.9072626829147339,1
0.050352394580841064,1
0.21750758588314056,1
0.36955705285072327,1
0.9727215766906738,1
0.10698820650577545,0
0.6963530778884888,1
