label,pred
0,0.37219462
1,0.9721459
0,0.14185064
0,0.26036358
0,0.88617885
1,0.5507418
1,0.9162261
0,0.5619602
1,0.9409172
0,0.33722433
0,0.5943533
1,0.58299696
0,0.15599252
1,0.824989
1,0.86697936
0,0.26601163
0,0.22594655
1,0.1137924
1,0.9951043
0,0.5982423
1,0.98546743
0,0.79034805
0,0.11150626
0,0.8773534
0,0.16764665
1,0.95098823
1,0.8797005
0,0.08963292
0,0.9170333
1,0.9525972
1,0.06659355
1,0.247983
0,0.5888483
0,0.3136317
1,0.5060734
1,0.7287103
1,0.4928429
0,0.051312737
0,0.49896276
1,0.91450965
1,0.9514842
0,0.16610953
0,0.31354037
0,0.5406932
1,0.9756752
0,0.47254387
1,0.94463605
1,0.22947018
0,0.31110185
1,0.9221469
0,0.8467647
0,0.69791067
1,0.6443194
0,0.1593715
0,0.112987384
0,0.14808358
1,0.90631807
0,0.78074723
1,0.9708946
1,0.8597853
1,0.6847727
1,0.91866374
0,0.38701084
0,0.39925265
0,0.8096014
1,0.9316293
1,0.40626293
0,0.09064765
1,0.5012954
0,0.41628465
0,0.39143038
0,0.41066983
0,0.21042977
1,0.94868374
0,0.30515605
1,0.32744712
1,0.66873467
1,0.8885535
0,0.03003644
0,0.34147277
1,0.916714
0,0.87640476
1,0.9473989
0,0.5707468
1,0.8711732
1,0.29341257
1,0.5247457
1,0.321512
0,0.27197546
1,0.5042992
1,0.8823473
0,0.22851977
1,0.97110075
0,0.16041343
0,0.29404312
1,0.9456059
0,0.60208756
1,0.9598576
0,0.87173617
0,0.09588842
0,0.6830908
1,0.9311909
1,0.80323344
0,0.31152076
0,0.26439247
1,0.9650733
1,0.93117726
1,0.55222875
0,0.37173608
0,0.40678057
0,0.12947306
0,0.7412327
0,0.49134848
0,0.12471526
0,0.33312994
1,0.8412167
0,0.56498843
0,0.94684315
0,0.7144376
0,0.7885265
0,0.04014686
1,0.9817254
1,0.81412965
0,0.86100835
1,0.23499402
0,0.22217062
0,0.2061017
1,0.93083006
1,0.29101402
0,0.20263852
0,0.40457028
1,0.88950455
1,0.97028
1,0.8816553
1,0.5640225
0,0.08751838
0,0.5760204
1,0.898332
1,0.5629524
0,0.010185572
1,0.93460363
1,0.8911028
1,0.804864
0,0.5612166
0,0.1654103
0,0.75581574
0,0.40131274
0,0.17306057
1,0.99441165
1,0.25038862
0,0.52258027
1,0.996824
1,0.6780321
1,0.8766838
1,0.12975872
0,0.08446506
1,0.8482933
1,0.2771646
0,0.40211102
1,0.11442317
0,0.61067724
0,0.13727684
1,0.941546
0,0.36379674
1,0.6596059
1,0.78988224
0,0.25204763
1,0.45555788
0,0.116161145
1,0.98389536
1,0.8479435
0,0.38153023
1,0.79156226
0,0.11004536
1,0.6453103
1,0.89662945
0,0.687878
0,0.61843866
1,0.76383376
1,0.9283115
0,0.2858409
0,0.97412825
1,0.8431573
1,0.81434256
1,0.44713467
0,0.86475074
1,0.9767719
1,0.25367868
0,0.2152437
1,0.7301122
0,0.07241053
1,0.22324729
0,0.9753736
1,0.88573056
0,0.83651245
1,0.8638813
1,0.9608619
1,0.69820833
0,0.47526217
1,0.8956523
1,0.90604484
1,0.082842596
1,0.9998622
1,0.9062791
0,0.36540192
1,0.958445
0,0.59701794
0,0.29140466
1,0.994101
1,0.5973403
1,0.8658849
0,0.36234158
1,0.6912378
1,0.9294324
0,0.5629524
0,0.15581055
0,0.49500692
0,0.08751836
0,0.7531334
1,0.9300278
1,0.67161036
0,0.07839555
1,0.14242168
1,0.8746447
1,0.9747454
0,0.6970357
1,0.8945492
0,0.759836
0,0.17623696
1,0.5434354
1,0.79152983
0,0.36723018
0,0.52522445
1,0.17025942
1,0.37185773
1,0.8638711
1,0.12553242
0,0.28073624
0,0.23840798
1,0.7421652
1,0.7166039
1,0.9587205
1,0.85951406
0,0.3318133
1,0.6704351
0,0.891578
0,0.12668854
1,0.4449162
0,0.35828313
1,0.9933956
1,0.96340895
0,0.048088465
1,0.99601585
0,0.3256308
1,0.8934141
1,0.99770784
1,0.71281236
1,0.9355779
0,0.07132973
0,0.47735924
0,0.8968722
0,0.17342447
1,0.37511513
0,0.41628817
1,0.9201778
1,0.9524032
1,0.90150714
1,0.99474347
1,0.8974318
0,0.07119623
1,0.96293044
1,0.5789
1,0.92340726
0,0.61822265
1,0.8778132
1,0.9844056
0,0.12187464
1,0.858151
1,0.7856467
0,0.4662216
0,0.100486
1,0.92652917
1,0.8954371
1,0.9789589
1,0.9540328
1,0.98901993
0,0.317338
1,0.87389445
0,0.36757472
1,0.8251746
1,0.8984139
0,0.21290922
0,0.44392297
0,0.8643106
0,0.1385808
0,0.32448334
0,0.3324938
1,0.95262337
1,0.6403947
0,0.057969663
1,0.9537355
0,0.62895596
1,0.7200338
1,0.23195295
0,0.85751206
0,0.59571284
1,0.74244153
1,0.94105643
1,0.94645333
1,0.7107226
0,0.16201697
1,0.9981388
0,0.47318092
1,0.9397135
1,0.5367893
0,0.19440094
1,0.6623568
1,0.6013092
1,0.36618492
1,0.7410278
0,0.83037084
1,0.9251003
1,0.4008452
1,0.5848752
1,0.85710514
0,0.17517647
0,0.940885
0,0.18545306
0,0.83311963
1,0.5745646
0,0.30920482
1,0.16257167
1,0.7943013
1,0.9576733
1,0.93253654
1,0.7017528
1,0.915357
1,0.8966493
0,0.6352993
0,0.18440357
1,0.19737485
1,0.9678822
0,0.18729495
0,0.1476625
1,0.65953356
0,0.7977649
0,0.3008742
0,0.12347897
1,0.93592024
0,0.5344218
1,0.8490803
1,0.97107565
0,0.79319835
1,0.69385284
1,0.8898936
0,0.1848332
0,0.50929374
0,0.31479692
1,0.20242026
0,0.13297406
0,0.33809862
0,0.78169036
0,0.12427734
0,0.11305186
0,0.12783201
1,0.96517146
1,0.77367353
1,0.6915243
0,0.93848187
0,0.3280322
0,0.25014946
1,0.94714665
1,0.5714424
0,0.41021574
0,0.043915536
0,0.37871012
1,0.7372334
0,0.3745653
1,0.48883945
1,0.97484404
1,0.41840923
0,0.124704614
0,0.74906635
1,0.44454637
1,0.92301524
1,0.923187
1,0.8300012
0,0.48743364
0,0.029729081
0,0.45666757
1,0.8952417
1,0.9599882
0,0.8267847
0,0.20226026
0,0.9532858
1,0.74725693
1,0.88799703
0,0.5367211
0,0.34485945
1,0.6511523
0,0.64650404
1,0.95234877
1,0.9995402
0,0.51476926
0,0.3348169
1,0.517264
1,0.9112532
0,0.48263702
1,0.5318581
0,0.26418132
1,0.7664608
0,0.13136338
1,0.9353564
1,0.96890724
0,0.32115015
1,0.9395036
0,0.14485765
0,0.096036926
1,0.913984
1,0.6828412
1,0.87173337
1,0.819394
1,0.8856875
0,0.7199767
0,0.79820395
0,0.58766097
0,0.7492952
1,0.20538044
1,0.5187803
0,0.09211472
1,0.59291714
1,0.9615651
0,0.379506
0,0.043358818
0,0.7767342
1,0.71089834
1,0.7630085
1,0.90329754
1,0.82024205
1,0.9038049
1,0.8250438
0,0.252147
1,0.7651414
1,0.6294763
0,0.09097621
1,0.73002476
1,0.49165416
0,0.48573926
1,0.78866726
1,0.5647606
1,0.847637
1,0.6621924
1,0.58956623
0,0.15539514
0,0.8783756
0,0.54036534
0,0.044953622
1,0.96625704
0,0.40426287
0,0.18839097
0,0.37206358
1,0.76711476
1,0.8871881
0,0.12482468
0,0.35080713
0,0.6547739
0,0.8455599
0,0.7377891
0,0.9758874
0,0.5017835
0,0.6849433
0,0.2712989
1,0.6603997
1,0.52956915
0,0.16504
1,0.76720786
1,0.34362158
0,0.74147075
1,0.7734569
1,0.77574396
0,0.76569945
0,0.102420315
1,0.9645107
0,0.3484665
1,0.39391738
1,0.8487215
0,0.33142996
1,0.5637693
1,0.42544112
1,0.67627585
0,0.7193777
1,0.45061204
0,0.22365503
1,0.72796154
1,0.94375277
1,0.9443979
0,0.78398335
0,0.13584343
1,0.84059864
0,0.060883638
0,0.70318294
1,0.25699553
0,0.37581646
1,0.96833736
0,0.2225588
0,0.2344542
1,0.94543844
0,0.11629248
0,0.1547842
0,0.059581127
1,0.9609576
1,0.869497
1,0.99779785
1,0.69884986
0,0.028758261
0,0.050058596
0,0.24990967
1,0.9242011
1,0.8888389
1,0.60263234
0,0.85497224
1,0.81772935
1,0.9812955
1,0.71071213
0,0.12423746
1,0.43641677
1,0.5009619
0,0.12869433
